Description:
The Munsell renotation [Newhall1943, Table I] expresses Munsell colours, when
illuminated by illuminant C, in xyY coordinates.  This file contains an inverse
table, that converts xyY coordinates into Munsell notation.  The xy chromaticity
values in this file were chosen to lie on Cartestian grid points, and the values
of Y were chosen to correspond to integer Munsell values.  Each row of the file
was generated by a call to the routine xyYToMunsell.m, which
has been contributed to ColorLab, an open source set of colour-related routines
for Matlab or Octave.  The file xyYToMunsell.m contains a detailed description of
the inversion algorithm, and a complete discussion appears in [Centore2012].
Those wishing to perform further conversions from Munsell to xyY coordinates
can either use routine xyYToMunsell.m directly, or write an interpolation routine
using the data in this file.  The second method is likely faster, but would not
be any more accurate than the first method.
The data in this file were produced in January 2011, and supersede an earlier version
produced in September 2010.  The
inversion algorithm used here, from [Centore2012] is slightly different from the algorithm
used then.

[Centore2012] Paul Centore, "An Open Source Inversion Algorithm for the Munsell Renotation,"
        Color Research & Application, 2012, to appear.  This paper is currently 
	available at www.99main.com/~centore
[Newhall1943] S. M. Newhall, D. Nickerson, & D. B. Judd, "Final
        Report of the O.S.A. Subcommittee on the Spacing of the Munsell
        Colors," Journal of the Optical Society of America, Vol. 33,
        Issue 7, pp. 385-418, 1943.
DESCRIPTION ENDS HERE
  x	  y	  Y	   H    	 V	   C
0.26	0.22	19.27	0.5506P 	5.0	 8.1722
0.26	0.24	19.27	8.4081PB	5.0	 6.1320
0.26	0.26	19.27	5.3358PB	5.0	 4.6939
0.26	0.28	19.27	9.9104B 	5.0	 3.6042
0.26	0.30	19.27	2.3691B 	5.0	 3.2808
0.26	0.32	19.27	6.2010BG	5.0	 3.7597
0.26	0.34	19.27	2.3256BG	5.0	 4.5943
0.26	0.36	19.27	9.0340G 	5.0	 5.4621
0.26	0.38	19.27	6.6676G 	5.0	 6.2968
0.26	0.40	19.27	4.9168G 	5.0	 7.0727
0.26	0.42	19.27	3.9987G 	5.0	 7.8799
0.26	0.44	19.27	3.2274G 	5.0	 8.6721
0.26	0.46	19.27	2.5796G 	5.0	 9.4210
0.26	0.48	19.27	2.1726G 	5.0	10.1024
0.26	0.50	19.27	1.8431G 	5.0	10.7146
0.26	0.52	19.27	1.5673G 	5.0	11.3421
0.26	0.54	19.27	1.3333G 	5.0	11.9802
0.26	0.56	19.27	1.1161G 	5.0	12.6709
0.26	0.58	19.27	0.9245G 	5.0	13.3716
0.26	0.60	19.27	0.7509G 	5.0	14.0695
0.26	0.62	19.27	0.5775G 	5.0	14.7071
0.26	0.64	19.27	0.4243G 	5.0	15.3469
0.26	0.66	19.27	0.2835G 	5.0	15.9918
0.26	0.68	19.27	0.1417G 	5.0	16.6273
0.26	0.70	19.27	0.0131G 	5.0	17.2728
0.28	0.12	19.27	6.1263P 	5.0	27.7175
0.28	0.14	19.27	5.9160P 	5.0	22.8067
0.28	0.16	19.27	5.6604P 	5.0	18.6146
0.28	0.18	19.27	5.3258P 	5.0	14.9463
0.28	0.20	19.27	4.8379P 	5.0	11.6608
0.28	0.22	19.27	3.9709P 	5.0	 8.8816
0.28	0.24	19.27	2.6960P 	5.0	 6.4557
0.28	0.26	19.27	0.3010P 	5.0	 4.4826
0.28	0.28	19.27	6.0944PB	5.0	 2.9640
0.28	0.30	19.27	7.3729B 	5.0	 2.0179
0.28	0.32	19.27	5.7170BG	5.0	 2.2503
0.28	0.34	19.27	9.7732G 	5.0	 3.1536
0.28	0.36	19.27	6.2000G 	5.0	 4.1144
0.28	0.38	19.27	4.2086G 	5.0	 5.0773
0.28	0.40	19.27	3.1545G 	5.0	 6.0218
0.28	0.42	19.27	2.3664G 	5.0	 6.8168
0.28	0.44	19.27	1.9262G 	5.0	 7.5908
0.28	0.46	19.27	1.5852G 	5.0	 8.3685
0.28	0.48	19.27	1.3009G 	5.0	 9.1292
0.28	0.50	19.27	1.0706G 	5.0	 9.8866
0.28	0.52	19.27	0.8582G 	5.0	10.5677
0.28	0.54	19.27	0.6754G 	5.0	11.2379
0.28	0.56	19.27	0.5190G 	5.0	11.9101
0.28	0.58	19.27	0.3637G 	5.0	12.6297
0.28	0.60	19.27	0.2233G 	5.0	13.3586
0.28	0.62	19.27	0.0957G 	5.0	14.0803
0.28	0.64	19.27	9.9427GY	5.0	14.7683
0.28	0.66	19.27	9.7473GY	5.0	15.5702
0.28	0.68	19.27	9.5634GY	5.0	16.4302
0.28	0.70	19.27	9.3924GY	5.0	17.3429
0.30	0.12	19.27	7.4172P 	5.0	29.1816
0.30	0.14	19.27	7.3081P 	5.0	24.3040
0.30	0.16	19.27	7.1913P 	5.0	19.8624
0.30	0.18	19.27	7.0323P 	5.0	16.1615
0.30	0.20	19.27	6.8699P 	5.0	12.8253
0.30	0.22	19.27	6.6463P 	5.0	 9.9765
0.30	0.24	19.27	6.3176P 	5.0	 7.3265
0.30	0.26	19.27	5.8021P 	5.0	 5.1208
0.30	0.28	19.27	4.4668P 	5.0	 3.0636
0.30	0.30	19.27	8.8940PB	5.0	 1.2620
0.30	0.32	19.27	3.3110BG	5.0	 0.8560
0.30	0.34	19.27	4.1462G 	5.0	 1.9188
0.30	0.36	19.27	2.1864G 	5.0	 2.9738
0.30	0.38	19.27	1.5098G 	5.0	 4.0120
0.30	0.40	19.27	1.1202G 	5.0	 4.9573
0.30	0.42	19.27	0.8855G 	5.0	 5.9032
0.30	0.44	19.27	0.6704G 	5.0	 6.7498
0.30	0.46	19.27	0.5085G 	5.0	 7.5849
0.30	0.48	19.27	0.3619G 	5.0	 8.3942
0.30	0.50	19.27	0.2301G 	5.0	 9.1676
0.30	0.52	19.27	0.1235G 	5.0	 9.9413
0.30	0.54	19.27	9.9959GY	5.0	10.6326
0.30	0.56	19.27	9.8232GY	5.0	11.3418
0.30	0.58	19.27	9.6654GY	5.0	12.0762
0.30	0.60	19.27	9.4891GY	5.0	12.9096
0.30	0.62	19.27	9.3328GY	5.0	13.7626
0.30	0.64	19.27	9.1722GY	5.0	14.6259
0.30	0.66	19.27	9.0231GY	5.0	15.5300
0.30	0.68	19.27	8.8827GY	5.0	16.4885
0.32	0.12	19.27	8.4904P 	5.0	30.6076
0.32	0.14	19.27	8.5002P 	5.0	25.6238
0.32	0.16	19.27	8.5248P 	5.0	21.1847
0.32	0.18	19.27	8.5670P 	5.0	17.4128
0.32	0.20	19.27	8.6285P 	5.0	14.0493
0.32	0.22	19.27	8.7602P 	5.0	11.0918
0.32	0.24	19.27	8.9311P 	5.0	 8.3713
0.32	0.26	19.27	9.2635P 	5.0	 6.0931
0.32	0.28	19.27	0.0040RP	5.0	 4.0699
0.32	0.30	19.27	2.1349RP	5.0	 2.1822
0.32	0.32	19.27	1.4995YR	5.0	 0.5098
0.32	0.34	19.27	5.0297GY	5.0	 1.0602
0.32	0.36	19.27	7.3800GY	5.0	 2.1694
0.32	0.38	19.27	8.2212GY	5.0	 3.2144
0.32	0.40	19.27	8.6183GY	5.0	 4.2276
0.32	0.42	19.27	8.8361GY	5.0	 5.1552
0.32	0.44	19.27	8.9884GY	5.0	 6.0828
0.32	0.46	19.27	9.0063GY	5.0	 6.9327
0.32	0.48	19.27	9.0241GY	5.0	 7.7838
0.32	0.50	19.27	8.9821GY	5.0	 8.5862
0.32	0.52	19.27	8.9397GY	5.0	 9.3777
0.32	0.54	19.27	8.8867GY	5.0	10.1643
0.32	0.56	19.27	8.7892GY	5.0	10.9416
0.32	0.58	19.27	8.7042GY	5.0	11.7304
0.32	0.60	19.27	8.5998GY	5.0	12.6020
0.32	0.62	19.27	8.4934GY	5.0	13.5322
0.32	0.64	19.27	8.3924GY	5.0	14.5022
0.32	0.66	19.27	8.2886GY	5.0	15.5389
0.34	0.14	19.27	9.5958P 	5.0	27.0864
0.34	0.16	19.27	9.7440P 	5.0	22.6676
0.34	0.18	19.27	9.9416P 	5.0	18.7028
0.34	0.20	19.27	0.1713RP	5.0	15.3307
0.34	0.22	19.27	0.5063RP	5.0	12.2428
0.34	0.24	19.27	0.9902RP	5.0	 9.6454
0.34	0.26	19.27	1.7920RP	5.0	 7.2201
0.34	0.28	19.27	3.1063RP	5.0	 5.2712
0.34	0.30	19.27	5.7189RP	5.0	 3.4717
0.34	0.32	19.27	5.5849R 	5.0	 1.9993
0.34	0.34	19.27	0.1045Y 	5.0	 1.3450
0.34	0.36	19.27	9.5144Y 	5.0	 1.8079
0.34	0.38	19.27	3.7378GY	5.0	 2.7017
0.34	0.40	19.27	5.6192GY	5.0	 3.6802
0.34	0.42	19.27	6.3740GY	5.0	 4.6110
0.34	0.44	19.27	6.8791GY	5.0	 5.5118
0.34	0.46	19.27	7.2222GY	5.0	 6.4041
0.34	0.48	19.27	7.4390GY	5.0	 7.2709
0.34	0.50	19.27	7.5943GY	5.0	 8.1206
0.34	0.52	19.27	7.6805GY	5.0	 8.9273
0.34	0.54	19.27	7.7520GY	5.0	 9.7326
0.34	0.56	19.27	7.7582GY	5.0	10.5681
0.34	0.58	19.27	7.7402GY	5.0	11.4222
0.34	0.60	19.27	7.7094GY	5.0	12.3275
0.34	0.62	19.27	7.6539GY	5.0	13.3324
0.34	0.64	19.27	7.5973GY	5.0	14.4082
0.36	0.14	19.27	0.5084RP	5.0	28.6263
0.36	0.16	19.27	0.7173RP	5.0	24.1632
0.36	0.18	19.27	0.9822RP	5.0	20.0709
0.36	0.20	19.27	1.3432RP	5.0	16.6689
0.36	0.22	19.27	1.8462RP	5.0	13.5344
0.36	0.24	19.27	2.5506RP	5.0	10.8802
0.36	0.26	19.27	3.3660RP	5.0	 8.4391
0.36	0.28	19.27	4.7120RP	5.0	 6.4741
0.36	0.30	19.27	7.7151RP	5.0	 4.7292
0.36	0.32	19.27	4.6236R 	5.0	 3.2469
0.36	0.34	19.27	3.7247YR	5.0	 2.3818
0.36	0.36	19.27	1.5970Y 	5.0	 2.2770
0.36	0.38	19.27	7.3795Y 	5.0	 2.6734
0.36	0.40	19.27	1.2254GY	5.0	 3.3995
0.36	0.42	19.27	3.4340GY	5.0	 4.2830
0.36	0.44	19.27	4.8185GY	5.0	 5.1588
0.36	0.46	19.27	5.4923GY	5.0	 6.0276
0.36	0.48	19.27	5.9040GY	5.0	 6.9291
0.36	0.50	19.27	6.2306GY	5.0	 7.8125
0.36	0.52	19.27	6.4523GY	5.0	 8.7115
0.36	0.54	19.27	6.6358GY	5.0	 9.5816
0.36	0.56	19.27	6.7469GY	5.0	10.4848
0.36	0.58	19.27	6.8120GY	5.0	11.4307
0.36	0.60	19.27	6.8475GY	5.0	12.4465
0.36	0.62	19.27	6.8639GY	5.0	13.5873
0.38	0.16	19.27	1.5665RP	5.0	25.5557
0.38	0.18	19.27	1.9250RP	5.0	21.4611
0.38	0.20	19.27	2.3815RP	5.0	17.9771
0.38	0.22	19.27	2.8831RP	5.0	14.8651
0.38	0.24	19.27	3.5300RP	5.0	12.1147
0.38	0.26	19.27	4.4533RP	5.0	 9.8292
0.38	0.28	19.27	6.1080RP	5.0	 7.6760
0.38	0.30	19.27	9.0013RP	5.0	 5.9913
0.38	0.32	19.27	4.3128R 	5.0	 4.4946
0.38	0.34	19.27	0.8636YR	5.0	 3.5390
0.38	0.36	19.27	7.4965YR	5.0	 3.1496
0.38	0.38	19.27	2.3826Y 	5.0	 3.2202
0.38	0.40	19.27	6.3894Y 	5.0	 3.5974
0.38	0.42	19.27	9.7903Y 	5.0	 4.1950
0.38	0.44	19.27	1.7812GY	5.0	 5.0194
0.38	0.46	19.27	3.1805GY	5.0	 5.8416
0.38	0.48	19.27	4.1419GY	5.0	 6.7462
0.38	0.50	19.27	4.8632GY	5.0	 7.6116
0.38	0.52	19.27	5.2658GY	5.0	 8.5689
0.38	0.54	19.27	5.5472GY	5.0	 9.5505
0.38	0.56	19.27	5.7553GY	5.0	10.5694
0.38	0.58	19.27	5.9064GY	5.0	11.6286
0.38	0.60	19.27	6.0204GY	5.0	12.8247
0.40	0.16	19.27	2.3618RP	5.0	27.0109
0.40	0.18	19.27	2.7113RP	5.0	22.9100
0.40	0.20	19.27	3.1116RP	5.0	19.3326
0.40	0.22	19.27	3.6453RP	5.0	16.2139
0.40	0.24	19.27	4.3589RP	5.0	13.4474
0.40	0.26	19.27	5.4465RP	5.0	11.0490
0.40	0.28	19.27	7.2654RP	5.0	 8.9935
0.40	0.30	19.27	9.9331RP	5.0	 7.2061
0.40	0.32	19.27	4.2085R 	5.0	 5.7423
0.40	0.34	19.27	9.3768R 	5.0	 4.6739
0.40	0.36	19.27	4.3818YR	5.0	 4.1835
0.40	0.38	19.27	9.1551YR	5.0	 4.0218
0.40	0.40	19.27	2.8286Y 	5.0	 4.1877
0.40	0.42	19.27	5.9822Y 	5.0	 4.5899
0.40	0.44	19.27	8.7158Y 	5.0	 5.1683
0.40	0.46	19.27	0.6827GY	5.0	 5.8725
0.40	0.48	19.27	2.0035GY	5.0	 6.7701
0.40	0.50	19.27	2.9824GY	5.0	 7.6502
0.40	0.52	19.27	3.6918GY	5.0	 8.6702
0.40	0.54	19.27	4.2464GY	5.0	 9.7022
0.40	0.56	19.27	4.7010GY	5.0	10.8258
0.40	0.58	19.27	5.0415GY	5.0	11.9652
0.42	0.18	19.27	3.2870RP	5.0	24.3353
0.42	0.20	19.27	3.7406RP	5.0	20.6485
0.42	0.22	19.27	4.3226RP	5.0	17.5311
0.42	0.24	19.27	5.1135RP	5.0	14.7290
0.42	0.26	19.27	6.4356RP	5.0	12.2320
0.42	0.28	19.27	8.1917RP	5.0	10.2783
0.42	0.30	19.27	0.6955R 	5.0	 8.4482
0.42	0.32	19.27	4.2883R 	5.0	 6.9548
0.42	0.34	19.27	8.5100R 	5.0	 5.8455
0.42	0.36	19.27	2.7871YR	5.0	 5.2205
0.42	0.38	19.27	6.9368YR	5.0	 4.9484
0.42	0.40	19.27	0.3699Y 	5.0	 4.9682
0.42	0.42	19.27	3.2673Y 	5.0	 5.2212
0.42	0.44	19.27	5.8131Y 	5.0	 5.6281
0.42	0.46	19.27	8.0248Y 	5.0	 6.2175
0.42	0.48	19.27	9.9195Y 	5.0	 7.0511
0.42	0.50	19.27	1.1266GY	5.0	 7.9172
0.42	0.52	19.27	2.0512GY	5.0	 9.0257
0.42	0.54	19.27	2.7707GY	5.0	10.1333
0.42	0.56	19.27	3.3369GY	5.0	11.4372
0.44	0.18	19.27	3.8393RP	5.0	25.6206
0.44	0.20	19.27	4.3178RP	5.0	21.9641
0.44	0.22	19.27	4.9361RP	5.0	18.7693
0.44	0.24	19.27	5.9796RP	5.0	15.9810
0.44	0.26	19.27	7.3123RP	5.0	13.5881
0.44	0.28	19.27	8.9936RP	5.0	11.3990
0.44	0.30	19.27	1.3226R 	5.0	 9.6999
0.44	0.32	19.27	4.3701R 	5.0	 8.1623
0.44	0.34	19.27	8.0303R 	5.0	 6.9905
0.44	0.36	19.27	1.5789YR	5.0	 6.2707
0.44	0.38	19.27	5.0090YR	5.0	 5.9113
0.44	0.40	19.27	8.4827YR	5.0	 5.8303
0.44	0.42	19.27	1.1879Y 	5.0	 5.9634
0.44	0.44	19.27	3.6150Y 	5.0	 6.3601
0.44	0.46	19.27	5.7652Y 	5.0	 6.9523
0.44	0.48	19.27	7.5899Y 	5.0	 7.6390
0.44	0.50	19.27	9.2442Y 	5.0	 8.5784
0.44	0.52	19.27	0.4561GY	5.0	 9.6823
0.44	0.54	19.27	1.3148GY	5.0	10.9921
0.46	0.20	19.27	4.8502RP	5.0	23.1858
0.46	0.22	19.27	5.6801RP	5.0	19.9790
0.46	0.24	19.27	6.7737RP	5.0	17.2845
0.46	0.26	19.27	8.0699RP	5.0	14.8482
0.46	0.28	19.27	9.6834RP	5.0	12.6095
0.46	0.30	19.27	1.9059R 	5.0	10.8268
0.46	0.32	19.27	4.5524R 	5.0	 9.3219
0.46	0.34	19.27	7.6693R 	5.0	 8.1430
0.46	0.36	19.27	0.7765YR	5.0	 7.3297
0.46	0.38	19.27	3.9203YR	5.0	 6.9614
0.46	0.40	19.27	6.9897YR	5.0	 6.8442
0.46	0.42	19.27	9.5945YR	5.0	 6.9699
0.46	0.44	19.27	1.8722Y 	5.0	 7.3125
0.46	0.46	19.27	3.9504Y 	5.0	 7.8207
0.46	0.48	19.27	5.7690Y 	5.0	 8.6095
0.46	0.50	19.27	7.3481Y 	5.0	 9.5488
0.46	0.52	19.27	8.7730Y 	5.0	10.7754
0.48	0.22	19.27	6.4091RP	5.0	21.2617
0.48	0.24	19.27	7.5079RP	5.0	18.4857
0.48	0.26	19.27	8.7385RP	5.0	16.0010
0.48	0.28	19.27	0.3226R 	5.0	13.9665
0.48	0.30	19.27	2.4202R 	5.0	11.9134
0.48	0.32	19.27	4.7440R 	5.0	10.4623
0.48	0.34	19.27	7.5636R 	5.0	 9.2766
0.48	0.36	19.27	0.1995YR	5.0	 8.3997
0.48	0.38	19.27	3.0478YR	5.0	 7.9787
0.48	0.40	19.27	5.7149YR	5.0	 7.8566
0.48	0.42	19.27	8.2971YR	5.0	 7.9640
0.48	0.44	19.27	0.4601Y 	5.0	 8.3561
0.48	0.46	19.27	2.4309Y 	5.0	 9.0185
0.48	0.48	19.27	4.2155Y 	5.0	 9.8118
0.48	0.50	19.27	5.7901Y 	5.0	10.8983
0.50	0.22	19.27	7.0961RP	5.0	22.4889
0.50	0.24	19.27	8.1198RP	5.0	19.5889
0.50	0.26	19.27	9.3470RP	5.0	17.1935
0.50	0.28	19.27	0.9499R 	5.0	15.0921
0.50	0.30	19.27	2.9073R 	5.0	13.1779
0.50	0.32	19.27	4.9833R 	5.0	11.5714
0.50	0.34	19.27	7.5249R 	5.0	10.4028
0.50	0.36	19.27	9.8412R 	5.0	 9.4863
0.50	0.38	19.27	2.4409YR	5.0	 9.0868
0.50	0.40	19.27	4.8372YR	5.0	 9.0282
0.50	0.42	19.27	7.2103YR	5.0	 9.2145
0.50	0.44	19.27	9.2821YR	5.0	 9.6135
0.50	0.46	19.27	1.1712Y 	5.0	10.3120
0.50	0.48	19.27	2.8907Y 	5.0	11.3101
0.52	0.24	19.27	8.7167RP	5.0	20.7466
0.52	0.26	19.27	9.9086RP	5.0	18.2927
0.52	0.28	19.27	1.5263R 	5.0	16.1997
0.52	0.30	19.27	3.3439R 	5.0	14.3855
0.52	0.32	19.27	5.2733R 	5.0	12.7674
0.52	0.34	19.27	7.5808R 	5.0	11.5085
0.52	0.36	19.27	9.6209R 	5.0	10.6201
0.52	0.38	19.27	1.9220YR	5.0	10.2327
0.52	0.40	19.27	4.1781YR	5.0	10.2314
0.52	0.42	19.27	6.3170YR	5.0	10.5282
0.52	0.44	19.27	8.2805YR	5.0	11.0787
0.52	0.46	19.27	0.0556Y 	5.0	11.9109
0.54	0.26	19.27	0.4985R 	5.0	19.3263
0.54	0.28	19.27	2.0936R 	5.0	17.2957
0.54	0.30	19.27	3.7638R 	5.0	15.4694
0.54	0.32	19.27	5.5528R 	5.0	14.0156
0.54	0.34	19.27	7.6605R 	5.0	12.6884
0.54	0.36	19.27	9.5011R 	5.0	11.7623
0.54	0.38	19.27	1.5536YR	5.0	11.4869
0.54	0.40	19.27	3.6301YR	5.0	11.5910
0.54	0.42	19.27	5.6249YR	5.0	11.9779
0.54	0.44	19.27	7.4525YR	5.0	12.7288
0.56	0.26	19.27	1.0993R 	5.0	20.4588
0.56	0.28	19.27	2.6220R 	5.0	18.3378
0.56	0.30	19.27	4.1513R 	5.0	16.5618
0.56	0.32	19.27	5.8935R 	5.0	15.1136
0.56	0.34	19.27	7.7597R 	5.0	13.9336
0.56	0.36	19.27	9.4790R 	5.0	13.0758
0.56	0.38	19.27	1.3030YR	5.0	12.8577
0.56	0.40	19.27	3.1876YR	5.0	13.0948
0.56	0.42	19.27	5.0927YR	5.0	13.6650
0.58	0.28	19.27	3.1175R 	5.0	19.3778
0.58	0.30	19.27	4.5261R 	5.0	17.6484
0.58	0.32	19.27	6.2045R 	5.0	16.2464
0.58	0.34	19.27	7.9344R 	5.0	15.1620
0.58	0.36	19.27	9.5034R 	5.0	14.4530
0.58	0.38	19.27	1.1485YR	5.0	14.3670
0.58	0.40	19.27	2.8201YR	5.0	14.7851
0.60	0.28	19.27	3.6177R 	5.0	20.6314
0.60	0.30	19.27	4.9106R 	5.0	18.8464
0.60	0.32	19.27	6.5756R 	5.0	17.4514
0.60	0.34	19.27	8.1338R 	5.0	16.4733
0.60	0.36	19.27	9.5732R 	5.0	15.8803
0.60	0.38	19.27	1.0629YR	5.0	16.0225
0.62	0.30	19.27	5.3867R 	5.0	20.1853
0.62	0.32	19.27	6.9773R 	5.0	18.7790
0.62	0.34	19.27	8.3565R 	5.0	17.9091
0.62	0.36	19.27	9.6850R 	5.0	17.3676
0.64	0.32	19.27	7.3985R 	5.0	20.1954
0.64	0.34	19.27	8.6146R 	5.0	19.4542
0.64	0.36	19.27	9.8250R 	5.0	18.8913
0.66	0.32	19.27	7.6672R 	5.0	21.7850
0.10	0.36	29.30	3.7331BG	6.0	22.8477
0.10	0.38	29.30	2.8562BG	6.0	23.3143
0.10	0.40	29.30	1.9944BG	6.0	23.7762
0.10	0.42	29.30	1.1630BG	6.0	24.2868
0.10	0.44	29.30	0.3622BG	6.0	24.8393
0.10	0.46	29.30	9.4747G 	6.0	25.3266
0.10	0.48	29.30	8.5319G 	6.0	25.7318
0.10	0.50	29.30	7.6107G 	6.0	26.0858
0.10	0.52	29.30	6.7592G 	6.0	26.3781
0.10	0.54	29.30	5.9234G 	6.0	26.6475
0.10	0.56	29.30	5.0946G 	6.0	26.8999
0.10	0.58	29.30	4.7182G 	6.0	27.2548
0.10	0.60	29.30	4.4072G 	6.0	27.5916
0.10	0.62	29.30	4.1021G 	6.0	27.9184
0.10	0.64	29.30	3.8030G 	6.0	28.2059
0.10	0.66	29.30	3.5053G 	6.0	28.4679
0.10	0.68	29.30	3.2110G 	6.0	28.7205
0.10	0.70	29.30	2.9162G 	6.0	28.9546
0.12	0.24	29.30	1.6457B 	6.0	17.3302
0.12	0.26	29.30	9.9302BG	6.0	17.7797
0.12	0.28	29.30	8.5946BG	6.0	18.2116
0.12	0.30	29.30	7.2855BG	6.0	18.6498
0.12	0.32	29.30	5.9309BG	6.0	19.1921
0.12	0.34	29.30	4.7093BG	6.0	19.7331
0.12	0.36	29.30	3.6837BG	6.0	20.2762
0.12	0.38	29.30	2.7027BG	6.0	20.8103
0.12	0.40	29.30	1.7555BG	6.0	21.3688
0.12	0.42	29.30	0.8457BG	6.0	21.9058
0.12	0.44	29.30	9.9640G 	6.0	22.3932
0.12	0.46	29.30	8.9139G 	6.0	22.8709
0.12	0.48	29.30	7.9058G 	6.0	23.3223
0.12	0.50	29.30	6.9706G 	6.0	23.7404
0.12	0.52	29.30	6.0863G 	6.0	24.1350
0.12	0.54	29.30	5.2283G 	6.0	24.5080
0.12	0.56	29.30	4.7552G 	6.0	24.9141
0.12	0.58	29.30	4.4278G 	6.0	25.3200
0.12	0.60	29.30	4.1045G 	6.0	25.6944
0.12	0.62	29.30	3.7891G 	6.0	26.0548
0.12	0.64	29.30	3.4767G 	6.0	26.4036
0.12	0.66	29.30	3.1698G 	6.0	26.7342
0.12	0.68	29.30	2.8690G 	6.0	27.0514
0.12	0.70	29.30	2.5734G 	6.0	27.3557
0.14	0.18	29.30	8.9537B 	6.0	16.2850
0.14	0.20	29.30	6.4025B 	6.0	15.3973
0.14	0.22	29.30	4.3441B 	6.0	14.9339
0.14	0.24	29.30	2.6048B 	6.0	14.8498
0.14	0.26	29.30	0.7670B 	6.0	15.1099
0.14	0.28	29.30	9.0692BG	6.0	15.5839
0.14	0.30	29.30	7.6129BG	6.0	16.0592
0.14	0.32	29.30	6.0656BG	6.0	16.6770
0.14	0.34	29.30	4.6808BG	6.0	17.2586
0.14	0.36	29.30	3.5534BG	6.0	17.8114
0.14	0.38	29.30	2.4829BG	6.0	18.3613
0.14	0.40	29.30	1.4258BG	6.0	18.9879
0.14	0.42	29.30	0.4297BG	6.0	19.5534
0.14	0.44	29.30	9.3607G 	6.0	20.1051
0.14	0.46	29.30	8.2464G 	6.0	20.6832
0.14	0.48	29.30	7.2073G 	6.0	21.2214
0.14	0.50	29.30	6.2707G 	6.0	21.7258
0.14	0.52	29.30	5.3554G 	6.0	22.1806
0.14	0.54	29.30	4.7795G 	6.0	22.6465
0.14	0.56	29.30	4.4241G 	6.0	23.1038
0.14	0.58	29.30	4.0838G 	6.0	23.5393
0.14	0.60	29.30	3.7488G 	6.0	23.9370
0.14	0.62	29.30	3.4226G 	6.0	24.3296
0.14	0.64	29.30	3.1029G 	6.0	24.7039
0.14	0.66	29.30	2.7901G 	6.0	25.0613
0.14	0.68	29.30	2.4895G 	6.0	25.4207
0.14	0.70	29.30	2.2649G 	6.0	25.9816
0.16	0.18	29.30	1.3977PB	6.0	15.1613
0.16	0.20	29.30	8.7770B 	6.0	13.9168
0.16	0.22	29.30	5.9974B 	6.0	13.1125
0.16	0.24	29.30	3.8035B 	6.0	12.7340
0.16	0.26	29.30	1.7595B 	6.0	12.7427
0.16	0.28	29.30	9.6625BG	6.0	13.1872
0.16	0.30	29.30	7.9520BG	6.0	13.6937
0.16	0.32	29.30	6.2093BG	6.0	14.2819
0.16	0.34	29.30	4.6315BG	6.0	14.9213
0.16	0.36	29.30	3.3746BG	6.0	15.5673
0.16	0.38	29.30	2.1751BG	6.0	16.1801
0.16	0.40	29.30	0.9919BG	6.0	16.8538
0.16	0.42	29.30	9.8777G 	6.0	17.4876
0.16	0.44	29.30	8.6314G 	6.0	18.0837
0.16	0.46	29.30	7.4515G 	6.0	18.6645
0.16	0.48	29.30	6.4369G 	6.0	19.2684
0.16	0.50	29.30	5.4652G 	6.0	19.8315
0.16	0.52	29.30	4.7979G 	6.0	20.3843
0.16	0.54	29.30	4.4132G 	6.0	20.9307
0.16	0.56	29.30	4.0445G 	6.0	21.4301
0.16	0.58	29.30	3.6938G 	6.0	21.9188
0.16	0.60	29.30	3.3502G 	6.0	22.3634
0.16	0.62	29.30	3.0101G 	6.0	22.7661
0.16	0.64	29.30	2.6826G 	6.0	23.1538
0.16	0.66	29.30	2.3940G 	6.0	23.5994
0.16	0.68	29.30	2.1635G 	6.0	24.1637
0.16	0.70	29.30	1.9452G 	6.0	24.7798
0.18	0.18	29.30	4.1505PB	6.0	14.4015
0.18	0.20	29.30	1.4502PB	6.0	12.8073
0.18	0.22	29.30	8.5168B 	6.0	11.6135
0.18	0.24	29.30	5.4104B 	6.0	10.9091
0.18	0.26	29.30	2.9788B 	6.0	10.7134
0.18	0.28	29.30	0.5210B 	6.0	10.9318
0.18	0.30	29.30	8.3542BG	6.0	11.4096
0.18	0.32	29.30	6.3440BG	6.0	11.9999
0.18	0.34	29.30	4.5369BG	6.0	12.7138
0.18	0.36	29.30	3.1123BG	6.0	13.4297
0.18	0.38	29.30	1.7421BG	6.0	14.1507
0.18	0.40	29.30	0.4264BG	6.0	14.8653
0.18	0.42	29.30	9.0729G 	6.0	15.5643
0.18	0.44	29.30	7.7435G 	6.0	16.2361
0.18	0.46	29.30	6.6027G 	6.0	16.8746
0.18	0.48	29.30	5.5486G 	6.0	17.4951
0.18	0.50	29.30	4.7983G 	6.0	18.1184
0.18	0.52	29.30	4.3738G 	6.0	18.7255
0.18	0.54	29.30	3.9763G 	6.0	19.2956
0.18	0.56	29.30	3.5942G 	6.0	19.8222
0.18	0.58	29.30	3.2314G 	6.0	20.3338
0.18	0.60	29.30	2.8784G 	6.0	20.8167
0.18	0.62	29.30	2.5387G 	6.0	21.2786
0.18	0.64	29.30	2.2756G 	6.0	21.8738
0.18	0.66	29.30	2.0349G 	6.0	22.4723
0.18	0.68	29.30	1.8134G 	6.0	23.0732
0.18	0.70	29.30	1.6100G 	6.0	23.6828
0.20	0.16	29.30	7.7506PB	6.0	16.5531
